alcohol,appellation,bottle size,category,date published,designation,importer,price,taster,url,user avg rating,variety,wine_desc,wine_name,wine_points,winery
10.5%,"Burgenland, Austria",750 ml,Dessert,9/1/2017,Cuvée Spätlese,Magellan Wine Imports,"$15,  Buy Now",Anne Krebiehl MW,http://www.winemag.com/buying-guide/gunter-triebaumer-2016-cuvee-spatlese-chardonnay-burgenland,Not rated yet [Add Your Review],Chardonnay,"Stone, earth and pear show on the nose. The palate joins with a bittersweet notion that recalls dried pear skin and dried orange rind. The body remains light, but flavors are anchored deeply and earthily. Made in a very balanced late-harvest style, it has an off-dry finish that will be dreamy with salty cheese.",Gunter Triebaumer 2016 Cuvée Spätlese Chardonnay (Burgenland),92.0,Gunter Triebaumer
14%,"Leithaberg, Austria",750 ml,Red,9/1/2017,,KWSelection.com,"$37,  Buy Now",Anne Krebiehl MW,http://www.winemag.com/buying-guide/hillinger-2014-blaufrankisch-leithaberg,Not rated yet [Add Your Review],"Blaufränkisch, Other Red","Ripe blueberry with a dusting of cinnamon makes for an enticing, inviting nose. These flavors also dominate the juicy palate, where fine tannins weave a delicate web of support. Freshness balances the rich fruit, showcasing a juicy, berry-ish wine that is more than just fruit-driven. Structure and aroma resonate on the long finish.",Hillinger 2014 Blaufränkisch (Leithaberg),92.0,Hillinger
14.6%,"Green Valley, Sonoma, California, US",750 ml,Red,9/1/2017,Q,,"$85,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/iron-horse-2014-q-pinot-noir-green-valley,Not rated yet [Add Your Review],Pinot Noir,"Light in color, Q is the winery's second vintage of a single-vineyard, single-clone expression of the variety. Concentrated in dark-cherry flavor, it's soft and silky on the palate, with an undercurrent of smoky oak and cedar.",Iron Horse 2014 Q Pinot Noir (Green Valley),92.0,Iron Horse
14.3%,"Sonoma Coast, Sonoma, California, US",750 ml,Red,9/1/2017,Annapolis Ridge Vineyard Estate Grown,,"$75,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/j-vineyards-winery-2014-annapolis-ridge-vineyard-estate-grown-pinot-noir-sonoma-coast,Not rated yet [Add Your Review],Pinot Noir,"Juicy in red fruit, orange and rhubarb, this wine offers sizable body against a backbone of impressively balanced oak. Dry, firm tannins add to the strength and resonance of the palate, while subtle floral aromas lend intrigue to the bouquet.",J Vineyards & Winery 2014 Annapolis Ridge Vineyard Estate Grown Pinot Noir (Sonoma Coast),92.0,J Vineyards & Winery
12.9%,"Rutherford, Napa, California, US",750 ml,Rose,9/1/2017,McGah Vineyard,,"$35,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/kale-2016-mcgah-vineyard-rose-rutherford,Not rated yet [Add Your Review],Rosé,"From the eastern side of the Napa Valley, this combines 84% Grenache with 16% Mourvèdre, harvesting the best clusters of the grapes specifically for this light, dry wine. The juice is left to ferment and rest in concrete egg and neutral French oak. Light-copper in color, it's perfumed in jasmine, with accents of white peach, lime and strawberry, light and ethereal with a backbone of focused acidity.",Kale 2016 McGah Vineyard Rosé (Rutherford),92.0,Kale
14.3%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red,9/1/2017,Annie Dyer,,"$50,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/lincourt-2014-annie-dyer-pinot-noir-sta-rita-hills,Not rated yet [Add Your Review],Pinot Noir,"Red plum, dark cranberry, composting rose petals, dried ginger and earthy mushrooms show on the slightly funky, slightly sweet nose of this bottling. The palate begins with a sour plum skin and tart raspberry kick, then leads into a core with hints of pine needle, juniper and turned loam.",Lincourt 2014 Annie Dyer Pinot Noir (Sta. Rita Hills),92.0,Lincourt
14.5%,"Barolo, Piedmont, Italy",750 ml,Red,9/1/2017,Vigna Rionda,"Ionia Atlantic Imports, LLC","$140,  Buy Now",Kerin O’Keefe,http://www.winemag.com/buying-guide/luigi-oddero-figli-2011-vigna-rionda-barolo,Not rated yet [Add Your Review],Nebbiolo,"This boasts intense aromas of crushed thyme, new leather and a balsamic note of camphor. Firmly structured but elegant, the linear palate offers dried sour cherry, tobacco, clove and sage set against assertive, close-grained tannins. Drink 2021–2031.",Luigi Oddero & Figli 2011 Vigna Rionda  (Barolo),92.0,Luigi Oddero & Figli
14.5%,"Anderson Valley, Mendocino/Lake Counties, California, US",750 ml,Red,9/1/2017,Stormin',,"$66,  Buy Now",Jim Gordon,http://www.winemag.com/buying-guide/maggy-hawk-2014-stormin-pinot-noir-anderson-valley,Not rated yet [Add Your Review],Pinot Noir,"This full-bodied and relatively pale-colored wine offers a pretty combination of light cherry, cinnamon and nutmeg flavors. A sweet-seeming ripeness adds to the luxurious texture. Firm acidity and a backdrop of fine-grained tannins balance it out and counter the richness beautifully.",Maggy Hawk 2014 Stormin' Pinot Noir (Anderson Valley),92.0,Maggy Hawk
15%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,9/1/2017,,,"$41,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/northstar-2014-cabernet-sauvignon-columbia-valley-wa,Not rated yet [Add Your Review],Cabernet Sauvignon,"The aromas are generous, with notes of spice box, blue and purple fruit, pencil lead, barrel spice and vanilla. It's silky and sumptuous, showing a pleasing sense of texture and an extended finish.",Northstar 2014 Cabernet Sauvignon (Columbia Valley (WA)),92.0,Northstar
14.3%,"Russian River Valley, Sonoma, California, US",750 ml,Red,9/1/2017,Mill Station Road,,"$42,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/peter-paul-wines-2014-mill-station-road-pinot-noir-russian-river-valley,Not rated yet [Add Your Review],Pinot Noir,"This ripe, boldly made wine offers a rich tease of Dr Pepper that pleases the palate, before complex characteristics takes over. Black tea, forest floor, currant and spicy acidity are memorably interwoven with dense black fruit.",Peter Paul Wines 2014 Mill Station Road Pinot Noir (Russian River Valley),92.0,Peter Paul Wines
15%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,9/1/2017,Vintage Select Solo Dancer,,"$90,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/pirouette-2013-vintage-select-solo-dancer-red-columbia-valley-wa,Not rated yet [Add Your Review],Bordeaux-style Red Blend,"Although not labeled as such, this is 98% Cabernet Sauvignon and 2% Petit Verdot. Aromas of dried herb, black currant, pipe tobacco, cassis, black licorice and blackberry pie give way to pitch-black tightly wound fruit flavors. It shows exquisite concentration and richness, with enough acid and tannin to go the distance.",Pirouette 2013 Vintage Select Solo Dancer Red (Columbia Valley (WA)),92.0,Pirouette
14.1%,"Carneros, Napa-Sonoma, California, US",750 ml,Red,9/1/2017,Estate,,"$32,  Buy Now",Jim Gordon,http://www.winemag.com/buying-guide/poseidon-2015-estate-pinot-noir-carneros,Not rated yet [Add Your Review],Pinot Noir,"This is a classic, concentrated but elegant wine, from the wonderful black cherry and forest underbrush aromas to the ripe fruit flavors, full body and polished texture. Aging in 30% new Hungarian barrels gave a subtle spicy accent.",Poseidon 2015 Estate Pinot Noir (Carneros),92.0,Poseidon
14.3%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,9/1/2017,In Order to Form a More Perfect Union,,"$95,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/rasa-2014-in-order-to-form-a-more-perfect-union-red-columbia-valley-wa,Not rated yet [Add Your Review],Bordeaux-style Red Blend,"A blend of Cabernet Sauvignon (41%), Merlot (26%), Cabernet Franc (22%) and Petit Verdot from Firethorn, Bacchus, DuBrul, Dionysus, Kiona and XL vineyards, the aromas are all high toned, with notes of char, coffee grounds, plum, herb, barrel spice and vanilla. The coffee, cherry and dark-fruit flavors are concentrated but lithe, showing a mesmerizing sense of balance.",Rasa 2014 In Order to Form a More Perfect Union Red (Columbia Valley (WA)),92.0,Rasa
15.6%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red,9/1/2017,Tilting at Windmills XL Vineyard,,"$75,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/rasa-2015-tilting-at-windmills-xl-vineyard-red-walla-walla-valley-wa,Not rated yet [Add Your Review],Rhône-style Red Blend,"This wine is a unique blend of Grenache (63%), Syrah (19%) and Cabernet Sauvignon. Aromas of raspberry, garigue, blueberry and herb give way to palate-coating red and blue-fruit flavors that persist on the finish. It shows a lovely sense of balance, poise and polish.",Rasa 2015 Tilting at Windmills XL Vineyard Red (Walla Walla Valley (WA)),92.0,Rasa
13.5%,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red,9/1/2017,Estate The Contender In the Rocks Vineyard,,"$85,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/reynvaan-family-vineyards-2014-estate-the-contender-in-the-rocks-vineyard-syrah-walla-walla-valley-wa,Not rated yet [Add Your Review],"Syrah, Shiraz/Syrah","Blended with 6% Marsanne, the aromas are light (considering the appellation and producer), bringing notes of herb, smoked meat, white pepper, mineral and earth. The flavors are tart and bright, creating a real sense of freshness and vibrancy.",Reynvaan Family Vineyards 2014 Estate The Contender In the Rocks Vineyard Syrah (Walla Walla Valley (WA)),92.0,Reynvaan Family Vineyards
13.5%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling,9/1/2017,Kaskal Extra Brut,Voliovino,"N/A,  Buy Now",Kerin O’Keefe,http://www.winemag.com/buying-guide/rivetto-nv-kaskal-extra-brut-nebbiolo-vino-spumante,Not rated yet [Add Your Review],Nebbiolo,"Made with 100% Nebbiolo, this elegant sparkler opens with aromas of orchard fruit, spring wild flower and an unusual balsamic note of eucalyptus. The dry palate delivers wild berry, peach, citrus fruit and baked bread alongside a refined persistent perlage.",Rivetto NV Kaskal Extra Brut Nebbiolo (Vino Spumante),92.0,Rivetto
14%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red,9/1/2017,Sanford & Benedict Vineyard,,"$70,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/sanford-2014-sanford-benedict-vineyard-pinot-noir-sta-rita-hills,Not rated yet [Add Your Review],Pinot Noir,"Earthy aromas of juniper and forest floor give depth to the rusty cherry, tart cranberry, dried hibiscus and pepper-dust scents on the nose of this bottling from the historic vineyard. Soft in structure at first, it then delivers a firmer tannic edge in the midpalate, all the while delivering vivacious red fruit and pine-forest flavors. It will age very well.",Sanford 2014 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),92.0,Sanford
12.5%,"Bordeaux Rosé, Bordeaux, France",750 ml,Rose,8/1/2017,,Southern Glazer's Wine and Spirits,"$15,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/clarendelle-2016-rose-bordeaux-rose,Not rated yet [Add Your Review],Rosé,"This lively wine comes from the Clarence Dillon group (Château Haut-Brion). It offers good balance between the considerable acidity and the red-berry fruit. With its spicy background, the wine is delicious to drink now.",Clarendelle 2016 Rosé (Bordeaux Rosé),88.0,Clarendelle
13%,"Salento, Southern Italy, Italy",750 ml,Rose,8/1/2017,Negroamaro,"Enotec Imports, Inc","$17,  Buy Now",Kerin O’Keefe,http://www.winemag.com/buying-guide/claudio-quarta-2016-negroamaro-rosato-salento,Not rated yet [Add Your Review],"Rosato, Rosé","Made entirely with the native grape Negroamaro, this opens with intriguing aromas of Mediterranean scrub, dill and red berry. The vibrant palate shows sour cherry, strawberry, tangerine and dried herb alongside crisp acidity that lends a refreshing finish.",Claudio Quarta 2016 Negroamaro Rosato (Salento),88.0,Claudio Quarta
14.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,8/1/2017,Reserve Beverly Vineyard,,"$40,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/columbia-crest-2014-reserve-beverly-vineyard-malbec-columbia-valley-wa,Not rated yet [Add Your Review],Malbec,"On first pour, the aromas of toast, char, spice and herb show some reduction that blows off over time. The purple-fruit flavors are lighter in style, showing a pleasing sense of purity, with the concentration dipping in the middle before coming back together on the finish.",Columbia Crest 2014 Reserve Beverly Vineyard Malbec (Columbia Valley (WA)),88.0,Columbia Crest
13.5%,"Rías Baixas, Galicia, Spain",750 ml,White,8/1/2017,,Cordelina Wine Company,"$14,  Buy Now",Michael Schachner,http://www.winemag.com/buying-guide/condes-de-albarei-2016-albarino-rias-baixas,Not rated yet [Add Your Review],Albariño,"This wine's classic Albariño aromas of white flowers and stone fruit are simple and nice. It feels round and true but a touch flat. Thompson grape, melon and ripe apple flavors hold steady on the finish. Drink now.",Condes de Albarei 2016 Albariño (Rías Baixas),88.0,Condes de Albarei
15.3%,"Amador County, Sierra Foothills, California, US",750 ml,White,8/1/2017,,,"$19,  Buy Now",Jim Gordon,http://www.winemag.com/buying-guide/deaver-2016-chardonnay-amador-county,Not rated yet [Add Your Review],Chardonnay,"This fruit-forward wine shows crisp apple and orange blossom aromas and loads of juicy lemon and pineapple flavors. It's full bodied, ultraripe, and lush, albeit a touch sweet and low in acidity.",Deaver 2016 Chardonnay (Amador County),88.0,Deaver
13.5%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,White,8/1/2017,,,"$25,  Buy Now",Paul Gregutt,http://www.winemag.com/buying-guide/deer-creek-2016-pinot-gris-rogue-valley,Not rated yet [Add Your Review],"Pinot Gris, Pinot Grigio/Gris","Perhaps it's simply too young, but this latest Pinot Gris from Deer Creek does not show the complexity of recent vintages. It's loaded with fresh apple-juice snap and flavor and a squeeze of lemon. Clean and fruit-centric, there's nothing at all wrong with it, and it's a fine thirst-quencher for a hot summer afternoon.",Deer Creek 2016 Pinot Gris (Rogue Valley),88.0,Deer Creek
12.5%,"Anjou, Loire Valley, France",750 ml,Red,8/1/2017,,Kinson The Future of Wine,"$15,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/domaine-du-petit-clocher-2015-cabernet-franc-anjou,Not rated yet [Add Your Review],Cabernet Franc,Pure bright smoky fruits give this wine its edge of tannin and great red plum and spice flavors. Its youth adds a dry character to the fruitiness and acidity. Drink this from 2018.,Domaine du Petit Clocher 2015 Cabernet Franc (Anjou),88.0,Domaine du Petit Clocher
12.5%,"Douro, Portugal",750 ml,White,8/1/2017,Tons de Duorum,MundoVino–The Winebow Group,"$10,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/duorum-2016-tons-de-duorum-white-douro,Not rated yet [Add Your Review],Portuguese White,"It is probably the small soupçon of Moscatel in the blend that gives this wine its irresistible perfumed character. That just brings out the fine acidity and the crisp citrus flavors. It is a refreshing wine, as aromatic at the end as at the beginning. Drink now.",Duorum 2016 Tons de Duorum White (Douro),88.0,Duorum
